gender,age_group,age_type,relationship,occasion,gift_type,price,color,product_style,gift_item_style,container_type,size,scent,personality_score
male,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,5000 PKR,,,Quirky & Unique,basket with net,,Sweet,4.230769230769231
male,20–25,adult,"close family(parent, sibling, child)",birthday,clothing,5000 PKR,Blue,Kurta,Quirky & Unique,basket with net,M,,4.230769230769231
male,20–25,adult,"close family(parent, sibling, child)",birthday,shoes,"5000–10,000 PKR",Brown,Formal shoes,Handmade & Crafted,basket with net,44,,4.230769230769231
male,20–25,adult,"close family(parent, sibling, child)",birthday,clothing,5000 PKR,Blue,Kurta,Quirky & Unique,basket with net,XL,,4.230769230769231
male,More than 35 years,adult,spouse,birthday,perfume,5000 PKR,,,Quirky & Unique,basket with net,,Sweet,4.230769230769231
male,More than 35 years,adult,spouse,birthday,wallet,5000–6000 PKR,Camel brown,Trifold wallets,Quirky & Unique,basket with net,,,4.230769230769231
female,3–6,kid,"close family(parent, sibling, child)",birthday,toys,3500 PKR,,,,basket with net,,,4.230769230769231
female,3–6,kid,"close family(parent, sibling, child)",birthday,toys,3500 PKR,,,,basket with net,,,4.230769230769231
female,25–35,adult,friend,graduation,edible stuff,6000–7000 PKR,,,Quirky & Unique,basket with net,,,4.153846153846154
male,25–35,adult,friend,thank you gift,perfume,"12,000–15,000 PKR",,,Funny & Lighthearted,acrylic box,,Sweet,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,edible stuff,6000–7000 PKR,,,Quirky & Unique,acrylic box,,,5.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,clothing,5000–8000 PKR,Maroon,Frock,Quirky & Unique,basket with net,M,,4.769230769230769
male,25–35,adult,spouse,get well soon,perfume,"12,000–15,000 PKR",,,"Funny & Lighthearted, Handmade & Crafted, Quirky & Unique",simple box,,Floral,3.0
female,9–12,kid,friend,birthday,edible stuff,3000–4000 PKR,,,,acrylic box,,,4.923076923076923
female,25–35,adult,"close family(parent, sibling, child)",birthday,perfume,5000 PKR,,,Quirky & Unique,simple box,,Floral,3.8461538461538463
male,25–35,adult,other,other,shoes,"10,000–15,000 PKR",Light brown,Sandals,Funny & Lighthearted,basket with net,41,,3.0
female,20–25,adult,"extended family (aunt, uncle, cousin)",thank you gift,jewellery,4000–5000 PKR,Silver,Rings,Handmade & Crafted,simple box,,,3.0
female,20–25,adult,spouse,birthday,jewellery,3000–4000 PKR,Gold,Pendant,Handmade & Crafted,basket with net,,,3.0
female,20–25,adult,spouse,birthday,clothing,5000 PKR,Purple,,Handmade & Crafted,basket with net,,,3.0
female,20–25,adult,spouse,birthday,edible stuff,3000–4000 PKR,,,Quirky & Unique,basket with net,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,bag/wallet,3000–5000 PKR,Black,Mini wallets,Quirky & Unique,basket with net,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,edible stuff,3000–4000 PKR,,,Quirky & Unique,basket with net,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,makeup products,4000–5000 PKR,,,Quirky & Unique,basket with net,,,3.0
male,20–25,adult,other,birthday,shoes,5000 PKR,Black,Formal shoes,Handmade & Crafted,simple box,44,,3.0
male,25–35,adult,friend,anniversary,perfume,"7000–10,000 PKR",,,Handmade & Crafted,simple box,,Floral,3.0
female,20–25,adult,"close family(parent, sibling, child)",holiday,clothing,5000–8000 PKR,Maroon,Shirt,Handmade & Crafted,basket with ribbon,S,,3.076923076923077
female,20–25,adult,friend,birthday,jewellery,3000–4000 PKR,Silver,Rings,Handmade & Crafted,basket with ribbon,,,3.0
male,16–20,adult,"close family(parent, sibling, child)",birthday,wallet,5000–6000 PKR,Camel brown,Card wallets,Quirky & Unique,simple box,,,3.0
male,16–20,adult,"close family(parent, sibling, child)",birthday,perfume,5000–7000 PKR,,,Funny & Lighthearted,simple box,,Sweet,3.0
female,16–20,adult,"close family(parent, sibling, child)",thank you gift,edible stuff,1000–2000 PKR,,,Handmade & Crafted,basket with net,,,3.0
male,20–25,adult,"close family(parent, sibling, child)",birthday,wallet,3000–5000 PKR,Black,Bifold wallets,Handmade & Crafted,simple box,,,3.076923076923077
male,20–25,adult,friend,birthday,perfume,"7000–10,000 PKR",,,Handmade & Crafted,basket with net,,Floral,3.0
female,25–35,adult,friend,graduation,jewellery,More than 5000 PKR,Gold,Necklace,Quirky & Unique,acrylic box,,,3.923076923076923
female,25–35,adult,"close family(parent, sibling, child)",birthday,clothing,5000 PKR,"Black,Pink",Gown,Funny & Lighthearted,basket with net,M,,3.0
female,25–35,adult,"close family(parent, sibling, child)",birthday,shoes,"15,000–20,000 PKR",Green,Sliders,Handmade & Crafted,basket with net,40,,3.0
female,25–35,adult,"close family(parent, sibling, child)",birthday,makeup products,7000–8000 PKR,,,Quirky & Unique,basket with net,,,3.0
male,20–25,adult,spouse,birthday,jewellery,3000–4000 PKR,Gold,Chain,Funny & Lighthearted,basket with net,,,3.0
male,20–25,adult,spouse,birthday,wallet,6000–8000 PKR,Camel brown,Card wallets,Handmade & Crafted,basket with net,,,3.0
male,20–25,adult,spouse,birthday,clothing,"8000–10,000 PKR","Black,Yellow",,Funny & Lighthearted,basket with net,,,3.0
male,6–9,kid,"extended family (aunt, uncle, cousin)",other,toys,More than 7500 PKR,,,,basket with net,,,3.0
male,6–9,kid,"extended family (aunt, uncle, cousin)",other,perfume,2000–2500 PKR,,,,basket with net,,Woody,3.0
male,6–9,kid,"extended family (aunt, uncle, cousin)",other,edible stuff,4000–5000 PKR,,,,basket with net,,,3.0
male,6–9,kid,"extended family (aunt, uncle, cousin)",other,accessories,More than 5000 PKR,Purple,Bangles,,basket with net,,,3.0
female,25–35,adult,friend,graduation,clothing,"10,000–15,000 PKR",Maroon,Shirt,"Funny & Lighthearted, Handmade & Crafted",simple box,L,,3.1538461538461537
female,20–25,adult,friend,graduation,makeup products,4000–5000 PKR,,,Funny & Lighthearted,simple box,,,3.1538461538461537
male,25–35,adult,"extended family (aunt, uncle, cousin)",thank you gift,wallet,"8000–10,000 PKR",Brown,Bifold wallets,"Handmade & Crafted, Quirky & Unique",simple box,,,3.6153846153846154
male,20–25,adult,friend,birthday,perfume,"12,000–15,000 PKR",,,Funny & Lighthearted,basket with net,,Sweet,3.0
female,16–20,adult,other,get well soon,bag/wallet,"5000–10,000 PKR",Black,Tote bags,Quirky & Unique,simple box,,,3.0
male,20–25,adult,friend,birthday,perfume,"10,000–12,000 PKR",,,Handmade & Crafted,acrylic box,,Sweet,3.1538461538461537
male,20–25,adult,friend,birthday,clothing,"10,000–15,000 PKR",Black,,Handmade & Crafted,acrylic box,,,3.1538461538461537
male,More than 35 years,adult,"close family(parent, sibling, child)",birthday,shoes,"5000–10,000 PKR",Light brown,Formal shoes,Quirky & Unique,basket with net,41,,3.1538461538461537
male,25–35,adult,friend,thank you gift,edible stuff,1000–2000 PKR,,,Funny & Lighthearted,basket with net,,,3.1538461538461537
male,20–25,adult,spouse,wedding/engagement gift,jewellery,More than 5000 PKR,Gold,Rings,Quirky & Unique,acrylic box,,,3.3076923076923075
male,20–25,adult,spouse,wedding/engagement gift,wallet,"8000–10,000 PKR",Black,Formal bag,Quirky & Unique,acrylic box,,,3.3076923076923075
male,25–35,adult,other,other,jewellery,More than 5000 PKR,Silver,Rings,Funny & Lighthearted,simple box,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,shoes,5000 PKR,Black,Heels,Handmade & Crafted,simple box,37,,3.3076923076923075
female,20–25,adult,"close family(parent, sibling, child)",birthday,jewellery,1000–2000 PKR,Silver,Rings,Funny & Lighthearted,simple box,,,3.3076923076923075
female,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,1000–2000 PKR,,,Funny & Lighthearted,simple box,,Sweet,3.3076923076923075
male,20–25,adult,"close family(parent, sibling, child)",birthday,wallet,5000–6000 PKR,Camel brown,Trifold wallets,Quirky & Unique,simple box,,,3.3076923076923075
male,25–35,adult,colleague/professional,anniversary,edible stuff,4000–5000 PKR,,,Handmade & Crafted,simple box,,,3.3076923076923075
male,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,5000–7000 PKR,,,Quirky & Unique,basket with net,,Floral,3.0
male,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,"7000–10,000 PKR",,,Quirky & Unique,basket with net,,Spicy,3.0
male,20–25,adult,"close family(parent, sibling, child)",birthday,clothing,"8000–10,000 PKR",Red,Kurta,Funny & Lighthearted,basket with net,L,,3.0
female,25–35,adult,friend,get well soon,bag/wallet,"10,000–15,000 PKR",Black,Tote bags,Quirky & Unique,basket with ribbon,,,3.4615384615384617
female,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,5000 PKR,,,Quirky & Unique,acrylic box,,Floral,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,5000 PKR,,,Handmade & Crafted,basket with net,,Spicy,4.0
female,20–25,adult,"close family(parent, sibling, child)",anniversary,bag/wallet,3000–5000 PKR,Black,Clutch,Quirky & Unique,basket with net,,,3.4615384615384617
male,20–25,adult,friend,birthday,perfume,5000 PKR,,,Handmade & Crafted,acrylic box,,Spicy,3.923076923076923
female,20–25,adult,friend,birthday,makeup products,4000–5000 PKR,,,Quirky & Unique,basket with net,,,3.923076923076923
female,20–25,adult,friend,birthday,clothing,5000–8000 PKR,Purple,Frock,Quirky & Unique,basket with net,M,,3.923076923076923
female,20–25,adult,friend,birthday,edible stuff,3000–4000 PKR,,,Funny & Lighthearted,basket with net,,,3.923076923076923
female,20–25,adult,friend,birthday,jewellery,3000–4000 PKR,Silver,Jhumkis,Quirky & Unique,basket with net,,,3.923076923076923
male,20–25,adult,friend,birthday,perfume,5000 PKR,,,Handmade & Crafted,basket with net,,Spicy,3.923076923076923
male,20–25,adult,friend,birthday,jewellery,More than 5000 PKR,Silver,Wrist bands,Quirky & Unique,basket with net,,,3.923076923076923
male,20–25,adult,friend,birthday,shoes,5000 PKR,Black,Formal shoes,Handmade & Crafted,basket with net,41,,3.923076923076923
female,20–25,adult,"extended family (aunt, uncle, cousin)",wedding/engagement gift,clothing,5000 PKR,Black,Gown,Handmade & Crafted,basket with net,M,,3.923076923076923
female,20–25,adult,"close family(parent, sibling, child)",wedding/engagement gift,makeup products,3000–4000 PKR,,,"Handmade & Crafted, Quirky & Unique",basket with net,,,3.923076923076923
male,20–25,adult,friend,birthday,perfume,5000 PKR,,,Handmade & Crafted,basket with ribbon,,Floral,3.5384615384615383
female,20–25,adult,other,birthday,perfume,5000 PKR,Black,,Quirky & Unique,basket with ribbon,,Floral,4.230769230769231
male,20–25,adult,friend,birthday,clothing,"8000–10,000 PKR",Black,,Handmade & Crafted,basket with net,,,4.6923076923076925
male,20–25,adult,spouse,anniversary,clothing,"8000–10,000 PKR",Blue,Shalwar kameez,Quirky & Unique,basket with ribbon,L,,2.8461538461538463
male,20–25,adult,spouse,anniversary,shoes,5000 PKR,Black,Formal shoes,Funny & Lighthearted,basket with ribbon,40,,2.8461538461538463
male,25–35,adult,spouse,anniversary,wallet,5000–6000 PKR,Camel brown,Card wallets,Quirky & Unique,basket with ribbon,,,2.8461538461538463
female,20–25,adult,"close family(parent, sibling, child)",birthday,clothing,5000–8000 PKR,Purple,,Handmade & Crafted,acrylic box,,,3.3076923076923075
male,25–35,adult,"close family(parent, sibling, child)",birthday,perfume,"12,000–15,000 PKR",,,,basket with net,,Spicy,2.769230769230769
female,16–20,adult,colleague/professional,anniversary,edible stuff,1000–2000 PKR,,,,basket with net,,,2.769230769230769
female,25–35,adult,spouse,anniversary,jewellery,More than 5000 PKR,Gold,Earrings,Handmade & Crafted,acrylic box,,,3.6923076923076925
female,20–25,adult,"close family(parent, sibling, child)",birthday,jewellery,More than 5000 PKR,Silver,Earrings,Handmade & Crafted,simple box,,,3.3076923076923075
female,20–25,adult,"close family(parent, sibling, child)",birthday,perfume,"7000–10,000 PKR",,,Handmade & Crafted,acrylic box,,Floral,3.0
male,12–15,kid,"close family(parent, sibling, child)",graduation,toys,3500 PKR,,,,acrylic box,,,3.0
female,20–25,adult,friend,birthday,clothing,"8000–10,000 PKR",Maroon,Shirt,Quirky & Unique,basket with ribbon,M,,3.6153846153846154
female,20–25,adult,friend,birthday,shoes,5000 PKR,Black,Heels,Quirky & Unique,basket with ribbon,37,,3.6153846153846154
female,20–25,adult,friend,wedding/engagement gift,clothing,"8000–10,000 PKR",Maroon,Shirt,Quirky & Unique,basket with ribbon,M,,3.6153846153846154
female,20–25,adult,friend,wedding/engagement gift,shoes,5000 PKR,Black,Heels,Quirky & Unique,basket with ribbon,37,,3.6153846153846154
female,20–25,adult,friend,wedding/engagement gift,jewellery,2000–3000 PKR,Silver,Rings,Quirky & Unique,basket with ribbon,,,3.6153846153846154
female,20–25,adult,"close family(parent, sibling, child)",wedding/engagement gift,jewellery,1000–2000 PKR,Silver,Pendant,Funny & Lighthearted,basket with ribbon,,,3.6153846153846154
female,20–25,adult,"close family(parent, sibling, child)",wedding/engagement gift,perfume,5000 PKR,,,Quirky & Unique,basket with ribbon,,Floral,3.6153846153846154
female,25–35,adult,friend,wedding/engagement gift,edible stuff,1000 PKR,,,Quirky & Unique,basket with ribbon,,,3.6153846153846154
female,20–25,adult,spouse,anniversary,makeup products,4000–5000 PKR,,,Handmade & Crafted,basket with ribbon,,,3.6153846153846154
female,20–25,adult,"close family(parent, sibling, child)",other,jewellery,3000–4000 PKR,Silver,Bracelet,Quirky & Unique,basket with ribbon,,,3.6153846153846154
male,More than 35 years,adult,"close family(parent, sibling, child)",anniversary,shoes,"10,000–15,000 PKR",Light brown,Loafers,Handmade & Crafted,basket with ribbon,40,,3.6923076923076925
male,25–35,adult,"close family(parent, sibling, child)",birthday,shoes,"20,000–25,000 PKR",Black,Formal shoes,Funny & Lighthearted,basket with ribbon,41,,3.0
female,20–25,adult,friend,birthday,perfume,5000–7000 PKR,,,Funny & Lighthearted,basket with ribbon,,Floral,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,clothing,5000 PKR,"Black,Purple,Red,Blue",,"Funny & Lighthearted, Handmade & Crafted",basket with ribbon,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,bag/wallet,3000–5000 PKR,Blue,Handbags,Handmade & Crafted,basket with ribbon,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",anniversary,jewellery,2000–3000 PKR,Gold,Rings,Funny & Lighthearted,basket with ribbon,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",get well soon,perfume,5000 PKR,,,Funny & Lighthearted,basket with ribbon,,Floral,3.0
female,20–25,adult,"close family(parent, sibling, child)",birthday,makeup products,5000–6000 PKR,,,Funny & Lighthearted,basket with ribbon,,,3.0
female,20–25,adult,friend,wedding/engagement gift,jewellery,4000–5000 PKR,Gold,Jhumkis,Funny & Lighthearted,basket with ribbon,,,3.0
female,25–35,adult,friend,graduation,bag/wallet,"5000–10,000 PKR",Blue,Clutch,Funny & Lighthearted,basket with ribbon,,,3.0
female,20–25,adult,"close family(parent, sibling, child)",anniversary,edible stuff,3000–4000 PKR,,,Funny & Lighthearted,basket with ribbon,,,3.0
female,25–35,adult,friend,thank you gift,perfume,5000 PKR,,,Handmade & Crafted,basket with ribbon,,Sweet,3.0
female,20–25,adult,friend,wedding/engagement gift,shoes,5000 PKR,Black,Sandals,Handmade & Crafted,basket with ribbon,41,,3.0
female,3–6,kid,"close family(parent, sibling, child)",birthday,toys,3500 – 5500 PKR,,,,basket with ribbon,,,4.076923076923077
female,20–25,adult,colleague/professional,anniversary,jewellery,More than 5000 PKR,Silver,Chokr,Quirky & Unique,acrylic box,,,3.0
male,20–25,adult,friend,wedding/engagement gift,shoes,"5000–10,000 PKR",Brown,Peshawari style,Handmade & Crafted,basket with ribbon,42,,5.0
male,20–25,adult,friend,thank you gift,clothing,5000 PKR,Maroon,,Handmade & Crafted,basket with ribbon,,,5.0
male,20–25,adult,friend,get well soon,perfume,5000 PKR,,,Handmade & Crafted,basket with ribbon,,Spicy,5.0
female,20–25,adult,friend,birthday,bag/wallet,"10,000–15,000 PKR",Black,Handbags,Quirky & Unique,acrylic box,,,4.384615384615385
male,16–20,adult,friend,birthday,perfume,5000 PKR,,,"Funny & Lighthearted, Quirky & Unique",simple box,,Spicy,3.5384615384615383
male,More than 35 years,adult,"close family(parent, sibling, child)",wedding/engagement gift,perfume,5000–7000 PKR,,,Funny & Lighthearted,basket with ribbon,,Floral,4.384615384615385
male,More than 35 years,adult,"close family(parent, sibling, child)",birthday,jewellery,3000–4000 PKR,Gold,Bracelet,Funny & Lighthearted,basket with ribbon,,,5.0
male,More than 35 years,adult,"close family(parent, sibling, child)",birthday,wallet,6000–8000 PKR,Camel brown,Card wallets,Funny & Lighthearted,basket with ribbon,,,5.0
female,20–25,adult,"extended family (aunt, uncle, cousin)",other,bag/wallet,"5000–10,000 PKR",Blue,Mini wallets,Quirky & Unique,basket with ribbon,,,5.0
female,20–25,adult,"extended family (aunt, uncle, cousin)",other,edible stuff,1000 PKR,,,Funny & Lighthearted,basket with ribbon,,,5.0
male,25–35,adult,"extended family (aunt, uncle, cousin)",wedding/engagement gift,perfume,"7000–10,000 PKR",,,Handmade & Crafted,basket with ribbon,,Floral,5.0
male,25–35,adult,"extended family (aunt, uncle, cousin)",wedding/engagement gift,clothing,"8000–10,000 PKR","Red,Green",Kurta,Quirky & Unique,basket with ribbon,L,,5.0
female,20–25,adult,colleague/professional,thank you gift,makeup products,4000–5000 PKR,,,Funny & Lighthearted,basket with ribbon,,,5.0
male,20–25,adult,friend,graduation,clothing,5000 PKR,White,Waistcoats,Funny & Lighthearted,basket with ribbon,M,,5.0
female,25–35,adult,friend,graduation,perfume,"7000–10,000 PKR",,,Funny & Lighthearted,basket with ribbon,,Spicy,5.0
male,Less than a year,kid,other,other,toys,3500 – 5500 PKR,,,,basket with ribbon,,,5.0
male,16–20,adult,friend,thank you gift,perfume,5000 PKR,,,Handmade & Crafted,basket with net,,Floral,3.769230769230769
male,16–20,adult,friend,thank you gift,wallet,3000–5000 PKR,Black,Card wallets,Quirky & Unique,basket with net,,,3.769230769230769
female,20–25,adult,"close family(parent, sibling, child)",birthday,jewellery,1000–2000 PKR,Silver,Pendant,Funny & Lighthearted,basket with net,,,3.769230769230769
female,20–25,adult,"close family(parent, sibling, child)",birthday,makeup products,1000–3000 PKR,,,Funny & Lighthearted,basket with net,,,3.769230769230769
female,20–25,adult,friend,graduation,edible stuff,1000 PKR,,,Funny & Lighthearted,basket with net,,,3.769230769230769
male,25–35,adult,"close family(parent, sibling, child)",anniversary,clothing,5000 PKR,"Maroon,White",Kurta,Quirky & Unique,basket with net,L,,3.769230769230769
female,3–6,kid,"close family(parent, sibling, child)",birthday,toys,3500 PKR,,,,basket with net,,,3.769230769230769
female,20–25,adult,spouse,anniversary,perfume,"7000–10,000 PKR",,,Handmade & Crafted,basket with net,,Floral,3.0
male,25–35,adult,spouse,anniversary,clothing,5000–8000 PKR,Blue,Shalwar kameez,Quirky & Unique,basket with net,L,,3.1538461538461537
male,25–35,adult,spouse,anniversary,wallet,5000–6000 PKR,Camel brown,Bifold wallets,Handmade & Crafted,basket with net,,,3.1538461538461537
male,25–35,adult,spouse,anniversary,edible stuff,4000–5000 PKR,,,Funny & Lighthearted,basket with net,,,3.1538461538461537
male,25–35,adult,spouse,anniversary,shoes,"10,000–15,000 PKR",Brown,Peshawari style,Quirky & Unique,basket with net,43,,3.1538461538461537
male,25–35,adult,spouse,anniversary,perfume,5000–7000 PKR,,,Handmade & Crafted,basket with net,,Floral,3.1538461538461537
male,25–35,adult,spouse,birthday,shoes,"20,000–25,000 PKR",Black,Sandals,Handmade & Crafted,basket with net,44,,3.1538461538461537
male,25–35,adult,spouse,thank you gift,wallet,3000–5000 PKR,Black,Card wallets,Handmade & Crafted,basket with net,,,3.1538461538461537
female,More than 35 years,adult,"close family(parent, sibling, child)",get well soon,bag/wallet,"10,000–15,000 PKR",Blue,Clutch,Handmade & Crafted,basket with net,,,3.1538461538461537
female,More than 35 years,adult,"close family(parent, sibling, child)",get well soon,clothing,"10,000–15,000 PKR",Purple,,Quirky & Unique,basket with net,,,3.1538461538461537
female,20–25,adult,"close family(parent, sibling, child)",graduation,clothing,5000–8000 PKR,Black,Gown,Funny & Lighthearted,basket with net,S,,3.1538461538461537
female,16–20,adult,spouse,get well soon,jewellery,More than 5000 PKR,Gold,Pendant,Funny & Lighthearted,simple box,,,3.0
male,More than 35 years,adult,colleague/professional,get well soon,edible stuff,6000–7000 PKR,,,Handmade & Crafted,simple box,,,3.230769230769231
female,20–25,adult,friend,birthday,jewellery,4000–5000 PKR,Silver,Earrings,Handmade & Crafted,basket with net,,,4.6923076923076925
female,20–25,adult,friend,birthday,perfume,5000–7000 PKR,,,Quirky & Unique,basket with net,,Sweet,4.6923076923076925
female,20–25,adult,friend,birthday,clothing,5000–8000 PKR,"Black,Maroon,Purple",Shirt,Quirky & Unique,basket with net,L,,4.6923076923076925
female,20–25,adult,friend,birthday,bag/wallet,"5000–10,000 PKR",Blue,Handbags,Quirky & Unique,basket with net,,,4.6923076923076925
female,20–25,adult,friend,birthday,edible stuff,1000–2000 PKR,,,Funny & Lighthearted,basket with net,,,4.6923076923076925
female,25–35,adult,friend,graduation,bag/wallet,"10,000–15,000 PKR",Red,Handbags,Handmade & Crafted,basket with ribbon,,,4.6923076923076925
male,25–35,adult,"close family(parent, sibling, child)",birthday,perfume,5000 PKR,,,"Handmade & Crafted, Quirky & Unique",basket with net,,Sweet,4.0
